10830146586,18767699,neutral,hcr,"""Despite reports, Pelosi aides say Rep. Stupak is not a ''yes'' vote yet. #hcr"""
10829805730,756018,negative,dems,Looks like Pelosi is getting ready to play whack-a-mole with her giant gavel #hcr
10830200492,24608909,positive,hcr,It is great to know that there are people who care about #HCR and not what's going on in #Tigersbedroom ....
10829105860,20592516,positive,hcr,3/21 the anniversary of my mother's death. Ins. refused her meds to help digestion probs caused by her pancreatic ca. /via @jillosopher #HCR
10830281768,16921339,negative,hcr,Black leaders supporting #hcr bill are more akin to Tuskeegee experiment enablers than civil rights leaders.  Shameful.
10829610415,14144520,positive,hcr,Contact @LorettaSanchez CoS & urge YES on #HCR. adriene.elrod@mail.house.gov pls rt 202-225-2965
10830265628,29834225,negative,conservatives,These guys are straight up parroting Glenn Beck about Obama and socialism. Fucking idjits. #tcot #hcr  #obama
10827492775,14483334,negative,gop,"""RT @Gabe_Holmstrom: If R's were as concerned about #hcr as they now say, why didn't they do anything about it when they were in control?"""
10830232206,16289988,neutral,hcr,RT @MediaLizzy: STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #killthebill
10830089102,6980622,neutral,hcr,STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #tcot #sgp #rfvradio
10830366879,55329156,negative,hcr,"""RT @NRCC: Brian #Baird's (D, #WA03) `YES' vote on #hcr takeover likely to hurt Dems vying to succeed him #gopcodered"""
10830445967,22393263,positive,hcr,"""Okay, this is a done deal. Anybody knows a good spot to watch the end of the world, before things go back to normal tomorrow? #hcr"""
10830419024,26459660,negative,hcr,SAVE A PRESIDENCY - KILL A CONSTITUTION?? http://bit.ly/BooHooHoo  @bacaca43 @repjohnbarrow #tweetcongress #hcr
10830224555,1146211,positive,hcr,"""LMAO! moments before #HCR passes and there are less than 100 teabaggers on the Hill, while thousands march 4 immigration reform! #tcot #p2"""
10830509833,16434558,positive,hcr,Speaker Pelosi wielding the same gavel today used to pass Medicare. #HCR #OFA  #p2
10830548147,37089229,negative,gop,RT @blackjedi47    Since #GOP hates to take responsibility as of today they won't have to. #HCR #HCR #p2
10830501515,16563576,neutral,hcr,"""Today #HCR will pass in DC Also #immigration marches going on in DC and Los Angeles, asking for reform."""
10828169696,54748372,negative,conservatives,Today's TeaParty recruitment special - free hood with robe purchase. Today only!\n\n#GOP #tcot #p2 #foxnews #iamthemob #hcr #teaparty
10830519040,26373615,neutral,hcr,Watch #hcr vote live. http://www.huffingtonpost.com/2010/03/21/health-care-vote-live-upd_n_507238.html#s75012
10830623081,5227331,neutral,hcr,RT @philipaklein: RT @JeffreyYoung_HC: Dem Reps. Lincoln Davis (TN) and John Tanner (TN) will both vote no again on #hcr
10829671367,53578813,positive,conservatives,"""RT @LarryGeary: We need to find EXCELLENT, CONSERVATIVE candidates to oppose EVERY Democrat in Nov. #teaparty #killthebill #hcr #tcot #palin"""
10830731011,22303656,negative,hcr,RT @toddeherman: RT @GOPinkPolitics: DON'T GIVE UP! I GOT THRU TO STUPAK ON THIS NUMBER 202-225-4735   just minutes ago! #hcr #tcot
10830634629,15976988,negative,other,"""Why was the vote held 25 minutes?'' So we could hear additional crazy people on the C-SPAN phonelines, duh. #hcr #cspan"""
10830762506,18364499,positive,hcr,To those in US who r working so hard to deny 32 million people what should be a basic right of citizenship - shame on you. #hcr
10828999989,23831682,neutral,hcr,"""Watching, probably the best show on TV today, The #HCR reality show on C-Span."""
10830772477,77015676,negative,hcr,This Executive Order crap is a farce. It's not binding! It will be ignored. We won't forget these sellouts in November. #tcot #hcr
10799514265,7597712,negative,hcr,Larrey Anderson: Probable Constitutional Challenges to #ObamaCare http://bit.ly/bvXxur #tcot #hcr #handsoff
10830839860,37063147,negative,hcr,The American Republic will endure until the day Congress discovers that it can bribe the public with the public's money.'' #tcot #hcr
10830942027,17233536,negative,hcr,Stupak's office is counting calls...just say NO..nothing else. Be grateful that you can get through. 202-225-4735 #hcr #killthebill
10830952895,70812966,negative,hcr,IRS DIRECT WITHDRAWAL FROM YOU BANK ACCT? @neilabercrombie @reptammybaldwin #tweetcongress #hcr http://bit.ly/IRSDirectWithdrawal
10830929534,18925783,negative,hcr,"""Newsflash for libs: It's not health care. It's taxation, debt, bureaucracy, regulation, & control #hcr #p2 #tcot"""
10831043692,29350302,neutral,hcr,RT @GaryWhitney: Rep Jan Schakowsky: 50 Dems Wld Walk If Stupak Language Is Re-Ins http://bit.ly/WalkOut #hcr #tcot #killthebill #teaparty
10830977456,40959209,positive,hcr,"""Nobody wants to be the deciding vote on the most historic, compassionate, and moral legislation ever. #hcr"""
10830816390,15174710,positive,hcr,"""Rep. Sanchez still undecided! Tweet @lorettasanchez NOW to vote yes on #HCR. 1/4 in CA uninsured - 190,000 in her dist!  Please RT"""
10831053775,26918145,negative,hcr,Tell STUPAK to vote No on #HCR: Phone: (202) 225 4735 Fax: (202) 225 4744 use FREE/online http://is.gd/aROYx  for faxing
10830955338,50769180,negative,hcr,Disturbance in the House gallery #tcot #hcr
10831230124,26459660,negative,dems,"""ALL OF YOU WILL FRY ON ELECTION DAY, 2010. @neilabercrombie @reptammybaldwin #tweetcongress #hcr"""
10800305393,106226879,negative,hcr,RT @Red_Forest @michellemalkin Heads-up: Six pro-life Dems working on #hcr sellout deal - http://is.gd/aOSkp (h/t @allahpundit)
10831247723,28407251,negative,liberals,I find it ironic that above the speaker of the house it says ''In God we Trust'' instead of''ingovernment we trust'' #justsayin #hcr #tcot #ocra
10831297111,15380559,positive,hcr,Where was all this public passion when they passed the Patriot Act (and really did erode our liberty)? #hcr
10831406322,110185527,positive,obama,RT @stevekimura: I think the ''Hopey-Changey thing'' is looking good today. #FUPalin #HCR // #p2
10829978672,21634627,positive,conservatives,My closing argument for #healthreform: It's about a lot more than health care. http://bit.ly/cgo1an #hcr #tcot #politics
10831453505,14728168,negative,hcr,RT @jasoncarini: STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #tcot #sgp #rfvradio (via @MediaLizzy)
10831428029,68543202,negative,hcr,POLLING PROOF: VOTE YES TODAY -- SAY BYE BYE IN NOV @repblumenauer @repcarnahan #tweetcongress #hcr http://bit.ly/AdviceForDems
